Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime
27/06/2004,12:00:00,-200.0,939.0,150.0,,828.0,59.0,991.0,74.0,1486.0,639.0,-200.0,-200.0,-200.0,2004-06-27 12:00:00
27/06/2004,13:00:00,-200.0,816.0,150.0,,684.0,42.0,1195.0,56.0,1285.0,467.0,-200.0,-200.0,-200.0,2004-06-27 13:00:00
27/06/2004,14:00:00,-200.0,841.0,150.0,,712.0,38.0,1175.0,50.0,1339.0,476.0,-200.0,-200.0,-200.0,2004-06-27 14:00:00
27/06/2004,15:00:00,-200.0,842.0,150.0,,722.0,40.0,1163.0,54.0,1294.0,490.0,-200.0,-200.0,-200.0,2004-06-27 15:00:00
27/06/2004,16:00:00,-200.0,990.0,150.0,,852.0,70.0,967.0,90.0,1488.0,669.0,-200.0,-200.0,-200.0,2004-06-27 16:00:00
27/06/2004,17:00:00,-200.0,1042.0,150.0,,894.0,95.0,916.0,109.0,1537.0,800.0,-200.0,-200.0,-200.0,2004-06-27 17:00:00
27/06/2004,18:00:00,-200.0,1089.0,150.0,,893.0,90.0,879.0,110.0,1609.0,791.0,-200.0,-200.0,-200.0,2004-06-27 18:00:00
27/06/2004,19:00:00,-200.0,1102.0,150.0,,990.0,90.0,799.0,103.0,1685.0,849.0,-200.0,-200.0,-200.0,2004-06-27 19:00:00
27/06/2004,20:00:00,2.0,1095.0,150.0,,996.0,111.0,799.0,120.0,1695.0,934.0,-200.0,-200.0,-200.0,2004-06-27 20:00:00
27/06/2004,21:00:00,-200.0,1116.0,150.0,,1075.0,135.0,761.0,134.0,1784.0,1081.0,-200.0,-200.0,-200.0,2004-06-27 21:00:00
27/06/2004,22:00:00,-200.0,1105.0,150.0,,1046.0,146.0,777.0,137.0,1751.0,1102.0,-200.0,-200.0,-200.0,2004-06-27 22:00:00
27/06/2004,23:00:00,-200.0,1018.0,150.0,,950.0,100.0,830.0,99.0,1636.0,914.0,-200.0,-200.0,-200.0,2004-06-27 23:00:00
28/06/2004,00:00:00,-200.0,991.0,150.0,,896.0,69.0,857.0,78.0,1616.0,926.0,-200.0,-200.0,-200.0,2004-06-28 00:00:00
28/06/2004,01:00:00,1.0,923.0,150.0,,765.0,47.0,952.0,63.0,1508.0,786.0,-200.0,-200.0,-200.0,2004-06-28 01:00:00
28/06/2004,02:00:00,-200.0,874.0,150.0,,679.0,26.0,1049.0,41.0,1444.0,619.0,-200.0,-200.0,-200.0,2004-06-28 02:00:00
28/06/2004,03:00:00,-200.0,846.0,150.0,,662.0,180.0,1068.0,109.0,1464.0,633.0,-200.0,-200.0,-200.0,2004-06-28 03:00:00
28/06/2004,04:00:00,-200.0,838.0,150.0,,632.0,24.0,1079.0,39.0,1438.0,634.0,-200.0,-200.0,-200.0,2004-06-28 04:00:00
28/06/2004,05:00:00,-200.0,827.0,150.0,,656.0,55.0,1075.0,60.0,1447.0,722.0,-200.0,-200.0,-200.0,2004-06-28 05:00:00
28/06/2004,06:00:00,-200.0,901.0,150.0,,763.0,47.0,984.0,54.0,1552.0,717.0,-200.0,-200.0,-200.0,2004-06-28 06:00:00
28/06/2004,07:00:00,-200.0,1291.0,150.0,,1316.0,209.0,603.0,119.0,2172.0,1445.0,-200.0,-200.0,-200.0,2004-06-28 07:00:00
28/06/2004,08:00:00,-200.0,1441.0,150.0,,1606.0,348.0,503.0,159.0,2568.0,1786.0,-200.0,-200.0,-200.0,2004-06-28 08:00:00
28/06/2004,09:00:00,-200.0,1363.0,150.0,,1410.0,337.0,565.0,182.0,2199.0,1791.0,-200.0,-200.0,-200.0,2004-06-28 09:00:00
28/06/2004,10:00:00,-200.0,1218.0,150.0,,1198.0,280.0,671.0,183.0,1907.0,1413.0,-200.0,-200.0,-200.0,2004-06-28 10:00:00
28/06/2004,11:00:00,-200.0,1132.0,150.0,,1091.0,169.0,751.0,144.0,1795.0,1092.0,-200.0,-200.0,-200.0,2004-06-28 11:00:00
28/06/2004,12:00:00,-200.0,1103.0,150.0,,1060.0,126.0,770.0,118.0,1748.0,940.0,-200.0,-200.0,-200.0,2004-06-28 12:00:00
28/06/2004,13:00:00,-200.0,1081.0,150.0,,1053.0,108.0,770.0,106.0,1773.0,883.0,-200.0,-200.0,-200.0,2004-06-28 13:00:00
28/06/2004,14:00:00,-200.0,1079.0,150.0,,1018.0,93.0,793.0,97.0,1739.0,850.0,-200.0,-200.0,-200.0,2004-06-28 14:00:00
28/06/2004,15:00:00,2.0,1167.0,150.0,,1087.0,112.0,741.0,129.0,1820.0,928.0,-200.0,-200.0,-200.0,2004-06-28 15:00:00
28/06/2004,16:00:00,-200.0,1148.0,150.0,,1037.0,110.0,772.0,130.0,1720.0,835.0,-200.0,-200.0,-200.0,2004-06-28 16:00:00
28/06/2004,17:00:00,-200.0,1221.0,150.0,,1230.0,188.0,670.0,163.0,1905.0,1157.0,-200.0,-200.0,-200.0,2004-06-28 17:00:00
28/06/2004,18:00:00,-200.0,1255.0,150.0,,1283.0,203.0,640.0,160.0,2023.0,1232.0,-200.0,-200.0,-200.0,2004-06-28 18:00:00
28/06/2004,19:00:00,-200.0,1245.0,150.0,,1287.0,167.0,635.0,140.0,2067.0,1288.0,-200.0,-200.0,-200.0,2004-06-28 19:00:00
28/06/2004,20:00:00,-200.0,1162.0,150.0,,1151.0,116.0,687.0,115.0,1912.0,1143.0,-200.0,-200.0,-200.0,2004-06-28 20:00:00
28/06/2004,21:00:00,-200.0,1079.0,150.0,,1020.0,89.0,754.0,92.0,1760.0,1014.0,-200.0,-200.0,-200.0,2004-06-28 21:00:00
28/06/2004,22:00:00,-200.0,1091.0,150.0,,1038.0,103.0,744.0,99.0,1786.0,1088.0,-200.0,-200.0,-200.0,2004-06-28 22:00:00
28/06/2004,23:00:00,2.0,1085.0,150.0,,1039.0,100.0,745.0,96.0,1790.0,1092.0,-200.0,-200.0,-200.0,2004-06-28 23:00:00
29/06/2004,00:00:00,-200.0,1050.0,150.0,,966.0,86.0,780.0,80.0,1748.0,1090.0,-200.0,-200.0,-200.0,2004-06-29 00:00:00
29/06/2004,01:00:00,-200.0,941.0,150.0,,814.0,52.0,873.0,65.0,1592.0,979.0,-200.0,-200.0,-200.0,2004-06-29 01:00:00
29/06/2004,02:00:00,-200.0,891.0,150.0,,705.0,27.0,980.0,46.0,1534.0,806.0,-200.0,-200.0,-200.0,2004-06-29 02:00:00
29/06/2004,03:00:00,-200.0,842.0,150.0,,624.0,180.0,1080.0,109.0,1480.0,712.0,-200.0,-200.0,-200.0,2004-06-29 03:00:00
29/06/2004,04:00:00,-200.0,850.0,150.0,,639.0,35.0,1048.0,57.0,1519.0,853.0,-200.0,-200.0,-200.0,2004-06-29 04:00:00
29/06/2004,05:00:00,-200.0,863.0,150.0,,652.0,42.0,1055.0,54.0,1504.0,816.0,-200.0,-200.0,-200.0,2004-06-29 05:00:00
29/06/2004,06:00:00,-200.0,956.0,150.0,,784.0,57.0,928.0,62.0,1634.0,934.0,-200.0,-200.0,-200.0,2004-06-29 06:00:00
29/06/2004,07:00:00,-200.0,1384.0,150.0,,1391.0,228.0,552.0,102.0,2316.0,1548.0,-200.0,-200.0,-200.0,2004-06-29 07:00:00
29/06/2004,08:00:00,-200.0,1502.0,150.0,,1631.0,350.0,459.0,140.0,2622.0,1858.0,-200.0,-200.0,-200.0,2004-06-29 08:00:00
29/06/2004,09:00:00,-200.0,1219.0,150.0,,1163.0,232.0,642.0,121.0,1963.0,1410.0,-200.0,-200.0,-200.0,2004-06-29 09:00:00
29/06/2004,10:00:00,-200.0,1237.0,150.0,,1157.0,206.0,663.0,132.0,1968.0,1334.0,-200.0,-200.0,-200.0,2004-06-29 10:00:00
29/06/2004,11:00:00,-200.0,1181.0,150.0,,1078.0,159.0,706.0,122.0,1870.0,1140.0,-200.0,-200.0,-200.0,2004-06-29 11:00:00
29/06/2004,12:00:00,-200.0,1251.0,150.0,,1154.0,184.0,682.0,148.0,1955.0,1111.0,-200.0,-200.0,-200.0,2004-06-29 12:00:00
29/06/2004,13:00:00,-200.0,1214.0,150.0,,1170.0,136.0,681.0,133.0,1963.0,1054.0,-200.0,-200.0,-200.0,2004-06-29 13:00:00
29/06/2004,14:00:00,-200.0,1166.0,150.0,,1062.0,124.0,726.0,130.0,1825.0,924.0,-200.0,-200.0,-200.0,2004-06-29 14:00:00
29/06/2004,15:00:00,-200.0,1226.0,150.0,,1157.0,133.0,683.0,141.0,1912.0,1041.0,-200.0,-200.0,-200.0,2004-06-29 15:00:00
29/06/2004,16:00:00,-200.0,1265.0,150.0,,1229.0,156.0,636.0,172.0,2040.0,1282.0,-200.0,-200.0,-200.0,2004-06-29 16:00:00
29/06/2004,17:00:00,-200.0,1317.0,150.0,,1338.0,200.0,593.0,198.0,2132.0,1362.0,-200.0,-200.0,-200.0,2004-06-29 17:00:00
29/06/2004,18:00:00,-200.0,1372.0,150.0,,1382.0,202.0,568.0,181.0,2268.0,1441.0,-200.0,-200.0,-200.0,2004-06-29 18:00:00
29/06/2004,19:00:00,-200.0,1443.0,150.0,,1443.0,286.0,543.0,202.0,2332.0,1559.0,-200.0,-200.0,-200.0,2004-06-29 19:00:00
29/06/2004,20:00:00,-200.0,1200.0,150.0,,1126.0,141.0,664.0,120.0,1979.0,1198.0,-200.0,-200.0,-200.0,2004-06-29 20:00:00
29/06/2004,21:00:00,-200.0,1216.0,150.0,,1130.0,117.0,655.0,115.0,1994.0,1246.0,-200.0,-200.0,-200.0,2004-06-29 21:00:00
29/06/2004,22:00:00,-200.0,1160.0,150.0,,1070.0,110.0,687.0,112.0,1929.0,1192.0,-200.0,-200.0,-200.0,2004-06-29 22:00:00
29/06/2004,23:00:00,-200.0,1194.0,150.0,,1106.0,100.0,667.0,97.0,1985.0,1194.0,-200.0,-200.0,-200.0,2004-06-29 23:00:00
30/06/2004,00:00:00,-200.0,1199.0,150.0,,1087.0,112.0,658.0,100.0,1954.0,1252.0,-200.0,-200.0,-200.0,2004-06-30 00:00:00
30/06/2004,01:00:00,-200.0,965.0,150.0,,818.0,35.0,844.0,47.0,1681.0,777.0,-200.0,-200.0,-200.0,2004-06-30 01:00:00
30/06/2004,02:00:00,-200.0,961.0,150.0,,801.0,33.0,850.0,44.0,1683.0,798.0,-200.0,-200.0,-200.0,2004-06-30 02:00:00
30/06/2004,03:00:00,-200.0,901.0,150.0,,697.0,180.0,952.0,109.0,1586.0,800.0,-200.0,-200.0,-200.0,2004-06-30 03:00:00
30/06/2004,04:00:00,-200.0,864.0,150.0,,629.0,28.0,1052.0,42.0,1558.0,728.0,-200.0,-200.0,-200.0,2004-06-30 04:00:00
30/06/2004,05:00:00,-200.0,952.0,150.0,,742.0,49.0,892.0,57.0,1656.0,953.0,-200.0,-200.0,-200.0,2004-06-30 05:00:00
30/06/2004,06:00:00,-200.0,1009.0,150.0,,875.0,81.0,797.0,61.0,1738.0,1060.0,-200.0,-200.0,-200.0,2004-06-30 06:00:00
30/06/2004,07:00:00,-200.0,1225.0,150.0,,1155.0,178.0,643.0,106.0,1992.0,1338.0,-200.0,-200.0,-200.0,2004-06-30 07:00:00
30/06/2004,08:00:00,-200.0,1245.0,150.0,,1202.0,223.0,628.0,136.0,2039.0,1622.0,-200.0,-200.0,-200.0,2004-06-30 08:00:00
30/06/2004,09:00:00,-200.0,1265.0,150.0,,1209.0,290.0,638.0,157.0,2015.0,1812.0,-200.0,-200.0,-200.0,2004-06-30 09:00:00
30/06/2004,10:00:00,-200.0,1276.0,150.0,,1241.0,274.0,642.0,171.0,2024.0,1784.0,-200.0,-200.0,-200.0,2004-06-30 10:00:00
30/06/2004,11:00:00,3.0,1232.0,150.0,,1183.0,278.0,675.0,190.0,1920.0,1509.0,-200.0,-200.0,-200.0,2004-06-30 11:00:00
30/06/2004,12:00:00,-200.0,1193.0,150.0,,1097.0,152.0,698.0,155.0,1832.0,1139.0,-200.0,-200.0,-200.0,2004-06-30 12:00:00
30/06/2004,13:00:00,-200.0,1162.0,150.0,,1117.0,118.0,700.0,139.0,1857.0,1044.0,-200.0,-200.0,-200.0,2004-06-30 13:00:00
30/06/2004,14:00:00,-200.0,1126.0,150.0,,1097.0,141.0,723.0,152.0,1810.0,1015.0,-200.0,-200.0,-200.0,2004-06-30 14:00:00
30/06/2004,15:00:00,-200.0,1089.0,150.0,,993.0,131.0,801.0,143.0,1675.0,825.0,-200.0,-200.0,-200.0,2004-06-30 15:00:00
30/06/2004,16:00:00,-200.0,1134.0,150.0,,1073.0,171.0,747.0,168.0,1765.0,1022.0,-200.0,-200.0,-200.0,2004-06-30 16:00:00
30/06/2004,17:00:00,-200.0,1388.0,150.0,,1418.0,287.0,568.0,226.0,2250.0,1913.0,-200.0,-200.0,-200.0,2004-06-30 17:00:00
30/06/2004,18:00:00,-200.0,1506.0,150.0,,1499.0,267.0,506.0,207.0,2485.0,2043.0,-200.0,-200.0,-200.0,2004-06-30 18:00:00
30/06/2004,19:00:00,-200.0,1352.0,150.0,,1385.0,280.0,563.0,197.0,2205.0,1661.0,-200.0,-200.0,-200.0,2004-06-30 19:00:00
30/06/2004,20:00:00,-200.0,1217.0,150.0,,1227.0,224.0,641.0,158.0,2040.0,1404.0,-200.0,-200.0,-200.0,2004-06-30 20:00:00
30/06/2004,21:00:00,-200.0,1149.0,150.0,,1132.0,137.0,688.0,124.0,1936.0,1233.0,-200.0,-200.0,-200.0,2004-06-30 21:00:00
30/06/2004,22:00:00,-200.0,1156.0,150.0,,1129.0,118.0,688.0,110.0,1941.0,1181.0,-200.0,-200.0,-200.0,2004-06-30 22:00:00
30/06/2004,23:00:00,-200.0,1180.0,150.0,,1122.0,128.0,678.0,112.0,1921.0,1272.0,-200.0,-200.0,-200.0,2004-06-30 23:00:00
01/07/2004,00:00:00,-200.0,1109.0,150.0,,1080.0,111.0,696.0,102.0,1874.0,1190.0,-200.0,-200.0,-200.0,2004-07-01 00:00:00
01/07/2004,01:00:00,-200.0,1032.0,150.0,,974.0,66.0,763.0,77.0,1800.0,982.0,-200.0,-200.0,-200.0,2004-07-01 01:00:00
01/07/2004,02:00:00,-200.0,893.0,150.0,,767.0,36.0,918.0,50.0,1607.0,805.0,-200.0,-200.0,-200.0,2004-07-01 02:00:00
01/07/2004,03:00:00,-200.0,848.0,150.0,,642.0,180.0,1079.0,109.0,1536.0,654.0,-200.0,-200.0,-200.0,2004-07-01 03:00:00
01/07/2004,04:00:00,-200.0,850.0,150.0,,664.0,31.0,1038.0,40.0,1568.0,727.0,-200.0,-200.0,-200.0,2004-07-01 04:00:00
01/07/2004,05:00:00,-200.0,938.0,150.0,,782.0,75.0,879.0,66.0,1685.0,1001.0,-200.0,-200.0,-200.0,2004-07-01 05:00:00
01/07/2004,06:00:00,-200.0,948.0,150.0,,828.0,66.0,858.0,60.0,1711.0,994.0,-200.0,-200.0,-200.0,2004-07-01 06:00:00
01/07/2004,07:00:00,-200.0,1225.0,150.0,,1214.0,154.0,625.0,85.0,2090.0,1322.0,-200.0,-200.0,-200.0,2004-07-01 07:00:00
01/07/2004,08:00:00,-200.0,1380.0,150.0,,1359.0,239.0,538.0,120.0,2337.0,1617.0,-200.0,-200.0,-200.0,2004-07-01 08:00:00
01/07/2004,09:00:00,-200.0,1276.0,150.0,,1138.0,246.0,628.0,134.0,2021.0,1430.0,-200.0,-200.0,-200.0,2004-07-01 09:00:00
01/07/2004,10:00:00,-200.0,1246.0,150.0,,1093.0,261.0,667.0,149.0,1942.0,1357.0,-200.0,-200.0,-200.0,2004-07-01 10:00:00
01/07/2004,11:00:00,2.0,1141.0,150.0,,996.0,179.0,767.0,125.0,1805.0,994.0,-200.0,-200.0,-200.0,2004-07-01 11:00:00
01/07/2004,12:00:00,-200.0,1199.0,150.0,,1124.0,159.0,680.0,132.0,1940.0,1054.0,-200.0,-200.0,-200.0,2004-07-01 12:00:00
01/07/2004,13:00:00,2.0,1156.0,150.0,,1056.0,111.0,710.0,114.0,1842.0,945.0,-200.0,-200.0,-200.0,2004-07-01 13:00:00
01/07/2004,14:00:00,-200.0,1158.0,150.0,,983.0,101.0,751.0,110.0,1803.0,808.0,-200.0,-200.0,-200.0,2004-07-01 14:00:00
01/07/2004,15:00:00,-200.0,1163.0,150.0,,1039.0,118.0,723.0,121.0,1814.0,888.0,-200.0,-200.0,-200.0,2004-07-01 15:00:00
01/07/2004,16:00:00,-200.0,1078.0,150.0,,1009.0,120.0,767.0,127.0,1730.0,787.0,-200.0,-200.0,-200.0,2004-07-01 16:00:00
01/07/2004,17:00:00,-200.0,1244.0,150.0,,1219.0,177.0,651.0,157.0,1949.0,1077.0,-200.0,-200.0,-200.0,2004-07-01 17:00:00
01/07/2004,18:00:00,-200.0,1236.0,150.0,,1239.0,186.0,637.0,169.0,1986.0,1106.0,-200.0,-200.0,-200.0,2004-07-01 18:00:00
01/07/2004,19:00:00,-200.0,1364.0,150.0,,1376.0,235.0,580.0,179.0,2168.0,1356.0,-200.0,-200.0,-200.0,2004-07-01 19:00:00
01/07/2004,20:00:00,-200.0,1193.0,150.0,,1196.0,195.0,675.0,149.0,1888.0,1152.0,-200.0,-200.0,-200.0,2004-07-01 20:00:00
01/07/2004,21:00:00,-200.0,1078.0,150.0,,985.0,106.0,778.0,111.0,1697.0,925.0,-200.0,-200.0,-200.0,2004-07-01 21:00:00
01/07/2004,22:00:00,-200.0,1140.0,150.0,,1035.0,107.0,726.0,112.0,1779.0,1059.0,-200.0,-200.0,-200.0,2004-07-01 22:00:00
01/07/2004,23:00:00,-200.0,1239.0,150.0,,1127.0,134.0,648.0,120.0,1930.0,1201.0,-200.0,-200.0,-200.0,2004-07-01 23:00:00
02/07/2004,00:00:00,-200.0,1171.0,150.0,,1093.0,117.0,669.0,105.0,1862.0,1205.0,-200.0,-200.0,-200.0,2004-07-02 00:00:00
02/07/2004,01:00:00,-200.0,1065.0,150.0,,977.0,83.0,736.0,90.0,1733.0,1103.0,-200.0,-200.0,-200.0,2004-07-02 01:00:00
02/07/2004,02:00:00,-200.0,1024.0,150.0,,882.0,77.0,791.0,87.0,1662.0,1072.0,-200.0,-200.0,-200.0,2004-07-02 02:00:00
02/07/2004,03:00:00,-200.0,873.0,150.0,,679.0,180.0,1010.0,109.0,1501.0,713.0,-200.0,-200.0,-200.0,2004-07-02 03:00:00
02/07/2004,04:00:00,-200.0,874.0,150.0,,668.0,37.0,1043.0,54.0,1513.0,737.0,-200.0,-200.0,-200.0,2004-07-02 04:00:00
02/07/2004,05:00:00,-200.0,887.0,150.0,,647.0,50.0,1046.0,61.0,1500.0,740.0,-200.0,-200.0,-200.0,2004-07-02 05:00:00
02/07/2004,06:00:00,-200.0,993.0,150.0,,795.0,60.0,888.0,63.0,1629.0,770.0,-200.0,-200.0,-200.0,2004-07-02 06:00:00
02/07/2004,07:00:00,-200.0,1299.0,150.0,,1225.0,179.0,620.0,102.0,2077.0,1327.0,-200.0,-200.0,-200.0,2004-07-02 07:00:00
02/07/2004,08:00:00,-200.0,1529.0,150.0,,1526.0,300.0,476.0,149.0,2559.0,1763.0,-200.0,-200.0,-200.0,2004-07-02 08:00:00
02/07/2004,09:00:00,-200.0,1320.0,150.0,,1210.0,263.0,595.0,147.0,2052.0,1477.0,-200.0,-200.0,-200.0,2004-07-02 09:00:00
02/07/2004,10:00:00,-200.0,1226.0,150.0,,1168.0,265.0,650.0,158.0,1952.0,1311.0,-200.0,-200.0,-200.0,2004-07-02 10:00:00
02/07/2004,11:00:00,-200.0,1105.0,150.0,,980.0,164.0,777.0,112.0,1745.0,980.0,-200.0,-200.0,-200.0,2004-07-02 11:00:00
02/07/2004,12:00:00,-200.0,1160.0,150.0,,1040.0,122.0,720.0,108.0,1810.0,961.0,-200.0,-200.0,-200.0,2004-07-02 12:00:00
02/07/2004,13:00:00,-200.0,1125.0,150.0,,1051.0,125.0,730.0,120.0,1771.0,923.0,-200.0,-200.0,-200.0,2004-07-02 13:00:00
02/07/2004,14:00:00,-200.0,1099.0,150.0,,1015.0,125.0,763.0,117.0,1732.0,839.0,-200.0,-200.0,-200.0,2004-07-02 14:00:00
02/07/2004,15:00:00,-200.0,1124.0,150.0,,1021.0,115.0,745.0,119.0,1735.0,827.0,-200.0,-200.0,-200.0,2004-07-02 15:00:00
02/07/2004,16:00:00,-200.0,1105.0,150.0,,995.0,162.0,778.0,149.0,1681.0,821.0,-200.0,-200.0,-200.0,2004-07-02 16:00:00
02/07/2004,17:00:00,-200.0,1035.0,150.0,,1043.0,149.0,804.0,174.0,1647.0,749.0,-200.0,-200.0,-200.0,2004-07-02 17:00:00
02/07/2004,18:00:00,-200.0,1065.0,150.0,,1110.0,161.0,757.0,163.0,1691.0,871.0,-200.0,-200.0,-200.0,2004-07-02 18:00:00
02/07/2004,19:00:00,3.0,1051.0,150.0,,1220.0,201.0,739.0,161.0,1729.0,1077.0,-200.0,-200.0,-200.0,2004-07-02 19:00:00
02/07/2004,20:00:00,-200.0,1073.0,150.0,,1124.0,209.0,752.0,154.0,1688.0,1175.0,-200.0,-200.0,-200.0,2004-07-02 20:00:00
02/07/2004,21:00:00,-200.0,1008.0,150.0,,1004.0,133.0,817.0,124.0,1588.0,1125.0,-200.0,-200.0,-200.0,2004-07-02 21:00:00
02/07/2004,22:00:00,-200.0,1090.0,150.0,,1073.0,133.0,745.0,122.0,1693.0,1124.0,-200.0,-200.0,-200.0,2004-07-02 22:00:00
02/07/2004,23:00:00,-200.0,1048.0,150.0,,983.0,134.0,780.0,119.0,1643.0,1064.0,-200.0,-200.0,-200.0,2004-07-02 23:00:00
03/07/2004,00:00:00,-200.0,1131.0,150.0,,1087.0,164.0,705.0,131.0,1738.0,1240.0,-200.0,-200.0,-200.0,2004-07-03 00:00:00
03/07/2004,01:00:00,-200.0,953.0,150.0,,874.0,72.0,854.0,84.0,1528.0,899.0,-200.0,-200.0,-200.0,2004-07-03 01:00:00
03/07/2004,02:00:00,-200.0,897.0,150.0,,745.0,50.0,968.0,77.0,1461.0,807.0,-200.0,-200.0,-200.0,2004-07-03 02:00:00
03/07/2004,03:00:00,-200.0,900.0,150.0,,750.0,180.0,932.0,109.0,1494.0,817.0,-200.0,-200.0,-200.0,2004-07-03 03:00:00
03/07/2004,04:00:00,-200.0,828.0,150.0,,639.0,27.0,1077.0,41.0,1371.0,573.0,-200.0,-200.0,-200.0,2004-07-03 04:00:00
03/07/2004,05:00:00,-200.0,892.0,150.0,,739.0,74.0,964.0,68.0,1479.0,768.0,-200.0,-200.0,-200.0,2004-07-03 05:00:00
03/07/2004,06:00:00,-200.0,914.0,150.0,,809.0,69.0,912.0,69.0,1530.0,807.0,-200.0,-200.0,-200.0,2004-07-03 06:00:00
03/07/2004,07:00:00,-200.0,1096.0,150.0,,1017.0,162.0,722.0,101.0,1743.0,1204.0,-200.0,-200.0,-200.0,2004-07-03 07:00:00
03/07/2004,08:00:00,-200.0,1173.0,150.0,,1130.0,208.0,648.0,120.0,1885.0,1401.0,-200.0,-200.0,-200.0,2004-07-03 08:00:00
03/07/2004,09:00:00,-200.0,1125.0,150.0,,1016.0,168.0,712.0,124.0,1725.0,1256.0,-200.0,-200.0,-200.0,2004-07-03 09:00:00
03/07/2004,10:00:00,-200.0,1079.0,150.0,,976.0,139.0,781.0,113.0,1669.0,999.0,-200.0,-200.0,-200.0,2004-07-03 10:00:00
03/07/2004,11:00:00,-200.0,974.0,150.0,,930.0,104.0,872.0,97.0,1536.0,712.0,-200.0,-200.0,-200.0,2004-07-03 11:00:00
03/07/2004,12:00:00,-200.0,977.0,150.0,,973.0,99.0,865.0,94.0,1550.0,712.0,-200.0,-200.0,-200.0,2004-07-03 12:00:00
03/07/2004,13:00:00,-200.0,912.0,150.0,,873.0,89.0,946.0,86.0,1436.0,614.0,-200.0,-200.0,-200.0,2004-07-03 13:00:00
03/07/2004,14:00:00,-200.0,896.0,150.0,,817.0,57.0,992.0,70.0,1426.0,554.0,-200.0,-200.0,-200.0,2004-07-03 14:00:00
03/07/2004,15:00:00,-200.0,896.0,150.0,,822.0,64.0,1002.0,70.0,1391.0,722.0,-200.0,-200.0,-200.0,2004-07-03 15:00:00
03/07/2004,16:00:00,-200.0,956.0,150.0,,862.0,65.0,930.0,82.0,1479.0,636.0,-200.0,-200.0,-200.0,2004-07-03 16:00:00
03/07/2004,17:00:00,-200.0,970.0,150.0,,900.0,79.0,909.0,93.0,1524.0,664.0,-200.0,-200.0,-200.0,2004-07-03 17:00:00
03/07/2004,18:00:00,-200.0,929.0,150.0,,869.0,80.0,942.0,89.0,1454.0,624.0,-200.0,-200.0,-200.0,2004-07-03 18:00:00
03/07/2004,19:00:00,-200.0,947.0,150.0,,926.0,81.0,905.0,90.0,1484.0,659.0,-200.0,-200.0,-200.0,2004-07-03 19:00:00
03/07/2004,20:00:00,-200.0,1003.0,150.0,,880.0,59.0,864.0,67.0,1537.0,695.0,-200.0,-200.0,-200.0,2004-07-03 20:00:00
03/07/2004,21:00:00,-200.0,1045.0,150.0,,940.0,90.0,822.0,94.0,1658.0,920.0,-200.0,-200.0,-200.0,2004-07-03 21:00:00
03/07/2004,22:00:00,2.0,1125.0,150.0,,1035.0,122.0,728.0,109.0,1726.0,1150.0,-200.0,-200.0,-200.0,2004-07-03 22:00:00
03/07/2004,23:00:00,-200.0,1138.0,150.0,,985.0,120.0,742.0,103.0,1710.0,1141.0,-200.0,-200.0,-200.0,2004-07-03 23:00:00
04/07/2004,00:00:00,-200.0,1217.0,150.0,,1060.0,126.0,660.0,101.0,1840.0,1227.0,-200.0,-200.0,-200.0,2004-07-04 00:00:00
04/07/2004,01:00:00,-200.0,983.0,150.0,,831.0,68.0,847.0,71.0,1585.0,887.0,-200.0,-200.0,-200.0,2004-07-04 01:00:00
04/07/2004,02:00:00,-200.0,1007.0,150.0,,864.0,65.0,816.0,71.0,1639.0,987.0,-200.0,-200.0,-200.0,2004-07-04 02:00:00
04/07/2004,03:00:00,-200.0,957.0,150.0,,816.0,180.0,846.0,109.0,1613.0,903.0,-200.0,-200.0,-200.0,2004-07-04 03:00:00
04/07/2004,04:00:00,-200.0,914.0,150.0,,725.0,38.0,949.0,49.0,1550.0,780.0,-200.0,-200.0,-200.0,2004-07-04 04:00:00
04/07/2004,05:00:00,-200.0,886.0,150.0,,702.0,31.0,971.0,43.0,1528.0,767.0,-200.0,-200.0,-200.0,2004-07-04 05:00:00
04/07/2004,06:00:00,-200.0,899.0,150.0,,708.0,40.0,972.0,44.0,1559.0,780.0,-200.0,-200.0,-200.0,2004-07-04 06:00:00
04/07/2004,07:00:00,-200.0,942.0,150.0,,723.0,36.0,968.0,42.0,1573.0,698.0,-200.0,-200.0,-200.0,2004-07-04 07:00:00
04/07/2004,08:00:00,-200.0,1022.0,150.0,,817.0,64.0,835.0,69.0,1669.0,821.0,-200.0,-200.0,-200.0,2004-07-04 08:00:00
04/07/2004,09:00:00,1.0,1009.0,150.0,,810.0,56.0,859.0,65.0,1634.0,772.0,-200.0,-200.0,-200.0,2004-07-04 09:00:00
04/07/2004,10:00:00,1.0,1025.0,150.0,,809.0,56.0,877.0,68.0,1606.0,690.0,-200.0,-200.0,-200.0,2004-07-04 10:00:00
04/07/2004,11:00:00,1.0,977.0,150.0,,783.0,43.0,939.0,58.0,1543.0,586.0,-200.0,-200.0,-200.0,2004-07-04 11:00:00
04/07/2004,12:00:00,-200.0,936.0,150.0,,757.0,40.0,1007.0,52.0,1459.0,523.0,-200.0,-200.0,-200.0,2004-07-04 12:00:00
